City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,clovis,36.8252,-119.7029,6.58,91,0,3.09,US,1674456669
363,planadas,3.197,-75.6451,16.92,85,23,2.26,CO,1674456822
364,epernay,49.05,3.95,1.27,95,58,3.72,FR,1674456724
365,magadan,59.5667,150.8,-23.04,85,73,3.78,RU,1674456822
366,sistranda,63.7256,8.834,3.98,81,100,9.82,NO,1674456823
367,dinghai,26.2847,119.7936,13.51,85,100,5.86,CN,1674456823
368,road town,18.4167,-64.6167,24.05,64,6,9.22,VG,1674456632
369,college,64.8569,-147.8028,-28.01,76,100,0.0,US,1674456823
370,todos santos,23.45,-110.2167,15.37,88,15,2.27,MX,1674456824
371,sao joao da barra,-21.6403,-41.0511,22.86,93,100,2.36,BR,1674456824
372,praya,14.9215,-23.5087,18.3,72,20,2.06,CV,1674456824
373,coro,11.4045,-69.6734,23.55,86,30,5.98,VE,1674456825
374,samarai,-10.6167,150.6667,29.17,73,100,6.24,PG,1674456825
375,oranjemund,-28.55,16.4333,19.17,75,1,4.85,NA,1674456825
376,rjukan,59.8789,8.5941,-2.35,59,100,3.06,NO,1674456826
377,inhambane,-23.865,35.3833,30.99,55,40,4.12,MZ,1674456826
378,zigong,29.3416,104.7769,11.78,49,100,2.77,CN,1674456826
379,ninghai,29.2892,121.4247,8.22,94,100,2.75,CN,1674456827
380,new norfolk,-42.7826,147.0587,23.72,86,100,0.68,AU,1674456827
381,mount gambier,-37.8333,140.7667,20.84,61,100,5.15,AU,1674456827
382,kalmunai,7.4167,81.8167,27.25,77,71,5.15,LK,1674456828
383,gizo,-8.103,156.8419,28.94,68,100,1.98,SB,1674456828
384,castanos,26.7833,-101.4167,10.75,26,0,1.91,MX,1674456828
385,los llanos de aridane,28.6585,-17.9182,15.86,72,100,5.36,ES,1674456829
386,aguimes,27.9054,-15.4461,16.35,72,75,7.72,ES,1674456829
387,kupang,-10.1667,123.5833,30.32,70,75,3.6,ID,1674456829
388,kavaratti,10.5669,72.642,26.85,70,12,5.05,IN,1674456830
389,alice springs,-23.7,133.8833,35.75,13,1,2.06,AU,1674456614
390,kingman,35.1894,-114.053,2.71,45,0,4.02,US,1674456830
391,zhezkazgan,47.8043,67.7144,-13.01,85,20,2.0,KZ,1674456831
392,san jose,37.3394,-121.895,11.88,38,0,5.66,US,1674456829
393,faya,18.3851,42.4509,14.29,50,3,1.65,SA,1674456831
394,kontagora,10.3999,5.4695,22.97,18,46,2.28,NG,1674456831
395,ler,8.3018,30.1418,29.45,11,5,4.48,SS,1674456832
396,durres,41.3231,19.4414,9.1,88,100,4.76,AL,1674456832
397,enterprise,36.0252,-115.2419,4.61,34,20,10.29,US,1674456832
398,khorinsk,52.1657,109.7726,-31.06,82,34,1.6,RU,1674456833
399,vallenar,-28.5708,-70.7581,18.74,76,0,1.55,CL,1674456833
400,la ronge,55.1001,-105.2842,-8.86,73,100,5.66,CA,1674456834
401,alindao,5.0267,21.2088,25.39,31,100,0.44,CF,1674456834
402,thunder bay,48.4001,-89.3168,-12.01,85,0,2.06,CA,1674456824
403,victor harbor,-35.5667,138.6167,24.82,80,100,5.65,AU,1674456834
404,la plata,-34.9215,-57.9545,23.23,72,25,3.26,AR,1674456835
405,seoul,37.5683,126.9778,5.66,54,40,6.69,KR,1674456611
406,bismarck,46.8083,-100.7837,1.59,88,100,7.72,US,1674456672
407,alyangula,-13.8483,136.4192,25.77,90,100,10.37,AU,1674456835
408,baruun-urt,46.6806,113.2792,-26.05,67,96,5.21,MN,1674456836
409,north bend,43.4065,-124.2243,4.36,99,0,1.54,US,1674456836
410,ramtek,21.4,79.3333,27.42,26,61,3.03,IN,1674456836
411,varhaug,58.6147,5.6457,1.93,80,100,5.99,NO,1674456837
412,tambacounda,13.7539,-13.7586,20.03,40,0,2.06,SN,1674456837
413,san lawrenz,36.0553,14.204,9.36,76,86,6.52,MT,1674456837
414,pangnirtung,66.1451,-65.7125,-26.92,98,100,0.99,CA,1674456838
415,jennings,38.7192,-90.2604,1.79,85,100,1.34,US,1674456785
416,buala,-8.145,159.5921,28.35,75,99,2.04,SB,1674456838
417,niamey,13.5137,2.1098,20.16,28,0,0.0,NE,1674456702
418,nanzhou,29.3596,112.4024,12.71,38,100,8.02,CN,1674456838
419,det udom,14.906,105.0784,32.9,31,15,2.13,TH,1674456839
420,sorong,-0.8833,131.25,27.76,75,100,1.68,ID,1674456839
421,santa teresa,10.2341,-66.6631,24.67,91,100,0.4,VE,1674456839
422,matamoros,25.5333,-103.25,11.73,28,4,0.56,MX,1674456840
423,eyl,7.9803,49.8164,27.16,57,10,10.06,SO,1674456840
424,myanaung,18.2833,95.3167,33.42,15,6,4.15,MM,1674456840
425,mayumba,-3.432,10.6554,25.93,86,100,1.12,GA,1674456841
426,moose jaw,50.4001,-105.5344,-3.86,86,96,7.72,CA,1674456841
427,lakatoro,-16.0999,167.4164,27.37,81,100,1.88,VU,1674456841
428,xichang,27.8964,102.2634,16.46,31,99,1.18,CN,1674456842
429,tateyama,34.9833,139.8667,7.83,75,100,1.97,JP,1674456842
430,havoysund,70.9963,24.6622,1.13,71,100,7.62,NO,1674456843
431,albufeira,37.0882,-8.2503,6.91,57,0,3.79,PT,1674456843
432,talara,-4.5772,-81.2719,21.82,82,37,3.6,PE,1674456843
433,olafsvik,64.8945,-23.7142,2.79,61,100,6.83,IS,1674456844
434,atbasar,51.8,68.3333,-10.08,91,79,3.75,KZ,1674456844
435,pulivendla,14.4167,78.2333,28.85,45,35,5.4,IN,1674456844
436,leningradskiy,69.3833,178.4167,-34.5,92,29,3.66,RU,1674456845
437,taoudenni,22.6783,-3.9836,13.34,31,0,3.87,ML,1674456845
438,chernogorsk,53.8236,91.2842,-26.24,76,75,0.0,RU,1674456846
439,ulaangom,49.9811,92.0667,-25.15,92,100,2.54,MN,1674456846
440,san rafael,-34.6177,-68.3301,22.45,45,0,1.15,AR,1674456783
441,hargeysa,9.56,44.065,18.36,58,66,6.19,SO,1674456847
442,bandarbeyla,9.4942,50.8122,25.86,64,21,8.76,SO,1674456847
443,tongchuan,35.0806,109.0897,0.17,18,100,8.39,CN,1674456847
444,makokou,0.5738,12.8642,24.4,76,88,2.05,GA,1674456848
445,bairiki,1.3292,172.9752,29.0,79,40,2.57,KI,1674456848
446,kuching,1.55,110.3333,30.07,82,20,0.89,MY,1674456848
447,gat,31.61,34.7642,18.55,100,0,1.59,IL,1674456844
448,kargasok,59.0556,80.8572,-10.46,94,97,2.49,RU,1674456849
449,manhuacu,-20.2581,-42.0336,19.22,96,100,0.33,BR,1674456849
450,cusset,46.13,3.4596,0.19,97,100,2.31,FR,1674456850
451,groningen,53.25,6.75,2.31,90,100,2.57,NL,1674456850
452,flinders,-34.5833,150.8552,24.65,69,24,3.22,AU,1674456850
453,wiang sa,8.6359,99.3666,29.36,59,62,2.73,TH,1674456851
454,coos bay,43.3665,-124.2179,4.4,99,0,1.54,US,1674456657
455,santarem,-2.4431,-54.7083,25.07,94,40,4.63,BR,1674456851
456,freeport,40.6576,-73.5832,4.98,90,100,6.69,US,1674456636
457,damietta,31.4165,31.8133,15.94,66,0,5.46,EG,1674456852
458,balkanabat,39.5108,54.3671,2.59,38,0,1.14,TM,1674456852
459,majene,-3.5403,118.9707,29.16,68,100,3.09,ID,1674456852
460,gravdal,68.1214,13.5031,3.94,81,75,7.72,NO,1674456853
461,mao,39.8885,4.2658,5.31,87,75,5.66,ES,1674456853
462,duluth,46.7833,-92.1066,-7.18,88,100,6.69,US,1674456853
463,sierpc,52.8568,19.6691,0.12,79,100,3.23,PL,1674456809
464,cooma,-36.2333,149.1333,19.26,58,74,1.63,AU,1674456854
465,luganville,-15.5333,167.1667,27.49,81,100,2.63,VU,1674456854
466,champerico,14.3,-91.9167,24.03,81,0,3.64,GT,1674456855
467,pa sang,18.5262,98.9394,32.88,20,0,0.59,TH,1674456855
468,malinovskiy,61.1953,62.8397,-11.28,93,17,2.58,RU,1674456855
469,shenjiamen,29.9576,122.298,9.74,90,100,9.05,CN,1674456856
470,truckee,39.328,-120.1833,-5.36,82,0,0.45,US,1674456856
471,misratah,32.3754,15.0925,13.08,54,100,4.0,LY,1674456856
472,mareeba,-17.0,145.4333,30.24,64,52,3.38,AU,1674456857
473,namibe,-15.1961,12.1522,22.54,82,100,2.23,AO,1674456857
474,segou,13.4317,-6.2157,21.73,17,78,3.58,ML,1674456858
475,kaeo,-35.1,173.7833,21.85,74,99,1.18,NZ,1674456858
476,opuwo,-18.0607,13.84,20.68,73,99,1.63,NA,1674456858
477,nemuro,43.3236,145.575,-5.02,57,100,3.67,JP,1674456859
478,nishihara,26.1842,127.7558,21.81,68,75,3.6,JP,1674456859
479,ermelo,-26.5333,29.9833,22.21,29,5,4.35,ZA,1674456860
480,padang,-0.9492,100.3543,26.03,89,100,2.69,ID,1674456860
481,waingapu,-9.6567,120.2641,29.99,58,86,3.16,ID,1674456860
482,calama,-22.4667,-68.9333,10.27,66,0,4.63,CL,1674456861
483,pecos,31.4229,-103.4932,5.17,44,0,3.6,US,1674456861
484,ascension,30.2169,-90.9001,9.0,73,0,4.12,US,1674456702
485,berbera,10.4396,45.0143,25.22,60,100,5.16,SO,1674456861
486,porohy,48.6876,24.2632,2.45,97,85,1.1,UA,1674456862
487,shaoyang,27.2315,111.4525,5.96,80,100,3.1,CN,1674456862
488,ahipara,-35.1667,173.1667,19.55,73,99,2.76,NZ,1674456863
489,goderich,43.7501,-81.7165,-1.16,100,19,2.06,CA,1674456863
490,yatou,37.15,122.3833,-3.81,65,100,10.34,CN,1674456863
491,san cristobal,7.7669,-72.225,18.76,75,100,1.53,VE,1674456864
492,abapo,-18.8333,-63.4667,20.08,93,99,1.07,BO,1674456864
493,chalmette,29.9427,-89.9634,11.0,69,0,5.36,US,1674456865
494,meulaboh,4.1363,96.1285,25.04,87,100,0.96,ID,1674456865
495,calbuco,-41.768,-73.1273,11.56,88,0,1.97,CL,1674456865
496,naze,28.3667,129.4833,18.51,75,98,4.83,JP,1674456724
497,stilfontein,-26.8449,26.7683,25.67,29,0,5.25,ZA,1674456866
498,talaya,61.3833,152.75,-31.49,99,100,2.74,RU,1674456866
499,moroni,-11.7022,43.2551,24.78,95,100,8.18,KM,1674456867
500,necochea,-38.5473,-58.7368,15.69,84,0,3.29,AR,1674456867
501,oktyabrskiy,54.4815,53.471,-11.04,91,6,1.99,RU,1674456867
502,mattawa,46.7379,-119.9028,-0.66,73,100,1.7,US,1674456626
503,buckingham,51.9997,-0.9878,0.18,71,100,1.98,GB,1674456868
504,videle,44.2781,25.5244,2.64,85,24,7.82,RO,1674456868
505,kang,-23.6752,22.7876,27.52,36,3,6.19,BW,1674456869
506,whitehorse,60.7161,-135.0538,-2.57,86,75,7.2,CA,1674456869
507,robertsport,6.7533,-11.3686,25.0,86,96,4.14,LR,1674456869
508,caticlan,11.9334,121.9598,25.95,82,100,7.27,PH,1674456870
509,malmyzh,56.5205,50.6818,-14.95,99,84,1.37,RU,1674456870
510,puerto colombia,10.9878,-74.9547,26.05,83,0,7.15,CO,1674456870
511,mangit,40.5971,70.9607,-1.28,49,96,2.07,UZ,1674456871
512,popondetta,-8.7537,148.2534,29.05,69,100,1.54,PG,1674456871
513,maniitsoq,65.4167,-52.9,-5.04,94,100,4.13,GL,1674456871
514,maarianhamina,60.0973,19.9348,-3.08,93,100,6.69,AX,1674456872
515,camargo,27.6667,-105.1667,8.51,22,0,4.04,MX,1674456872
516,zmeinogorsk,51.1567,82.195,-11.94,63,100,8.4,RU,1674456873
517,skole,49.0372,23.5135,3.1,99,100,1.2,UA,1674456873
518,puerto carreno,6.189,-67.4859,24.33,71,100,3.62,CO,1674456873
519,khonsa,27.0167,95.5667,19.36,35,100,2.52,IN,1674456874
520,yenagoa,4.9247,6.2642,26.31,82,100,1.79,NG,1674456874
521,gamba,-2.65,10.0,25.72,86,100,0.35,GA,1674456874
522,aberdeen,57.1437,-2.0981,6.48,95,40,2.06,GB,1674456875
523,peniche,39.3558,-9.3811,5.25,81,0,5.46,PT,1674456875
524,santiago del estero,-27.7951,-64.2615,23.89,47,0,2.83,AR,1674456695
525,antalaha,-14.9003,50.2788,26.64,72,100,1.03,MG,1674456875
526,la orilla,17.9833,-102.2333,20.5,88,0,2.26,MX,1674456876
527,sarab,38.6066,44.9883,1.41,58,77,0.72,IR,1674456876
528,ravar,31.2656,56.8055,4.3,36,0,2.28,IR,1674456876
529,port moresby,-9.4431,147.1797,28.68,79,40,5.14,PG,1674456877
530,auki,-8.7676,160.7034,26.65,82,100,1.26,SB,1674456877
531,mandalgovi,45.7625,106.2708,-24.44,41,0,8.55,MN,1674456877
532,batagay-alyta,67.8006,130.4114,-33.72,100,93,0.77,RU,1674456878
533,isiro,2.7739,27.616,26.01,51,100,1.05,CD,1674456878
534,fukue,32.6881,128.8419,12.2,66,75,8.75,JP,1674456878
535,peleduy,59.6289,112.7406,-31.43,91,100,3.77,RU,1674456879
536,grindavik,63.8424,-22.4338,-0.74,69,40,3.6,IS,1674456879
537,maragogi,-9.0122,-35.2225,24.74,88,20,2.84,BR,1674456880
538,ulaanbaatar,47.9077,106.8832,-29.93,57,0,4.0,MN,1674456880
539,ningbo,29.8782,121.5495,7.99,93,75,4.0,CN,1674456880
540,dunmore town,25.5,-76.65,24.49,83,6,6.5,BS,1674456881
541,morristown,36.214,-83.2949,5.94,87,100,3.6,US,1674456600
542,bermeo,43.4209,-2.7215,7.61,71,100,5.68,ES,1674456881
543,mangrol,21.1167,70.1167,22.4,37,4,5.46,IN,1674456882
544,lappeenranta,61.0587,28.1887,-3.45,93,100,1.54,FI,1674456877
545,sisimiut,66.9395,-53.6735,-11.83,93,100,1.99,GL,1674456882
546,bud,39.447,-86.1758,1.06,93,100,3.94,US,1674456882
547,dudinka,69.4058,86.1778,-32.24,100,45,2.05,RU,1674456883
548,kemise,10.7167,39.8667,21.28,43,34,2.39,ET,1674456883
549,apac,1.9756,32.5386,28.33,32,100,1.35,UG,1674456883
550,fallon,39.4735,-118.7774,-1.61,74,100,1.54,US,1674456884
551,vao,-22.6667,167.4833,26.6,84,100,5.47,NC,1674456884
552,shancheng,34.7953,116.0817,5.13,42,100,8.22,CN,1674456884
553,itaituba,-4.2761,-55.9836,21.55,99,91,0.76,BR,1674456885
554,aasiaat,68.7098,-52.8699,-15.17,91,100,4.33,GL,1674456885
555,mpulungu,-8.7623,31.1141,21.83,84,100,1.34,ZM,1674456885
556,naifaru,5.4444,73.3657,26.96,75,30,4.63,MV,1674456886
557,jodar,37.8406,-3.3526,-0.92,58,0,1.33,ES,1674456886
558,aklavik,68.2191,-135.0107,-22.73,92,100,5.48,CA,1674456886
559,chernyshevskiy,63.0128,112.4714,-33.5,93,100,4.71,RU,1674456887
560,ternate,0.8,127.4,28.25,72,100,2.2,ID,1674456887
561,mezen,65.8522,44.24,-7.73,89,29,4.48,RU,1674456887
562,pandan,14.0453,124.1694,24.95,89,100,5.58,PH,1674456888
563,geraldton,-28.7667,114.6,27.23,61,1,6.69,AU,1674456888
564,yumen,40.2833,97.2,-10.9,27,0,3.58,CN,1674456888
565,nalut,30.3333,10.85,6.67,44,100,1.03,LY,1674456889
566,komsomolskiy,40.4272,71.7189,-2.18,63,100,1.3,UZ,1674456889
567,moose factory,51.2585,-80.6094,-21.26,100,100,1.54,CA,1674456889
568,atagay,55.1033,99.3875,-24.35,75,100,3.68,RU,1674456890
569,emba,48.8264,58.1442,-9.03,70,41,2.65,KZ,1674456890
570,kidal,18.4411,1.4078,19.51,15,1,2.96,ML,1674456891
571,yanam,16.7333,82.2167,27.86,47,23,4.31,IN,1674456891
572,dubbo,-32.25,148.6167,29.07,34,75,3.6,AU,1674456891
573,filadelfia,39.9523,-75.1638,3.9,93,100,0.45,US,1674456892
574,jumla,29.2747,82.1838,12.33,11,80,1.94,NP,1674456892
575,coruripe,-10.1256,-36.1756,24.8,90,20,4.26,BR,1674456892
576,izazi,-7.2,35.7333,23.78,78,100,0.56,TZ,1674456893
